title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
美国开始从叙利亚撤军,372936871,https://www.bilibili.com/video/BV1tZ4y1G7PM,1606118799,,416220301,312,0,15,2,8,6820,2
【以军称36师从加沙北部撤军 南部行动也“即将结束”】,411269814,https://www.bilibili.com/video/BV18V411R7dN,1705391293,,434967552,234,2,11,9,14,2496,2
瓦格纳停止武装叛乱 撤军现场视频,445126770,https://www.bilibili.com/video/BV1Sj411U7bf,1687694435,瓦格纳停止武装叛乱 撤军现场视频,1853554303,1,0,0,0,0,191,0
普京感谢卢卡申科帮忙调停，瓦格纳普里戈津撤军，俄罗斯内战危机解除,657709642,https://www.bilibili.com/video/BV1ia4y1A77A,1687655629,普京感谢卢卡申科调停俄罗斯内战危机解除,34660976,9,0,2,0,2,863,0
美国防部长：美国将继续援助乌克兰，直至俄罗斯战败或撤军,749190000,https://www.bilibili.com/video/BV1RC4y1A7zi,1701651434,-,3493294011058756,4,0,0,0,0,69,0
瓦格纳官方TG群撤军原文（中俄双语）,315186545,https://www.bilibili.com/video/BV16P411v7mQ,1687633075,-,1597563685,42,2,32,9,7,4376,0
男子胜券在握却突然撤军，这是为何呢,980007715,https://www.bilibili.com/video/BV1a44y1N7hM,1648101199,男子胜券在握却突然撤军，这是为何呢,1230959525,0,0,0,0,0,6,0
中印两军从边境撤军，印度政客却攻击莫迪“割让土地”,416747463,https://www.bilibili.com/video/BV1AV411q7Dz,1613221646,中印两军从边境撤军，印度政客却攻击莫迪“割让土地”,649022917,3213,66,326,34,110,50494,248
俄媒：联合国秘书长呼吁俄罗斯撤军,681855041,https://www.bilibili.com/video/BV1aU4y1Z7Dn,1645680819,"联合国安理会第二次紧急会议于北京时间24日10时30分召开，联合国秘书长古特雷斯在会议上呼吁俄罗斯“停止进攻乌克兰”。俄卫星网报道称，古特雷斯要求普京撤军。古特雷斯呼吁给和平一个机会，称“已经有太多人丧生”。

俄罗斯总统普京24日清晨发表电视讲话说，决定在顿巴斯地区发起特别军事行动。",483787858,2282,6,322,58,124,50844,81
果然都扛不住了、美国以色列纷纷撤军,793228934,https://www.bilibili.com/video/BV1gC4y1q7NX,1704182809,,393899529,46,2,0,0,1,2080,5
绿贝在阿富汗作战末期图集，2021年8月份撤军前与反美武装做最后一次较量，20年战争已经画上句号！,695963137,https://www.bilibili.com/video/BV1n24y1t7md,1678776967,Instagram,117561822,335,8,6,9,218,5838,1
深度解析：美军阿富汗撤军后，中国为什么不能派兵去阿富汗维和？,672974502,https://www.bilibili.com/video/BV1uU4y1t7zH,1620354679,深度解析：美军阿富汗撤军后，中国为什么不能派兵去阿富汗维和？,1848537597,1263,77,90,6,103,20029,112
驻扎在顿巴斯的乌军士兵 家属要求从顿巴斯撤军。随着战争强度加大顿巴斯正在成为下一个巴赫穆特和马林卡，或成为下一个绞肉机,750573086,https://www.bilibili.com/video/BV1bC4y1N7FV,1703912821,驻扎在顿巴斯的乌军士兵 家属要求从顿巴斯撤军。随着战争强度加大顿巴斯正在成为下一个巴赫穆特和马林卡，或成为下一个绞肉机,3546578285497204,48,1,27,1,4,3036,6
土豪最后也是撤军收场！联军在阿富汗的弹药倾泻集锦,506783196,https://www.bilibili.com/video/BV1Zg411P7HB,1637476813,,6859997,483,27,62,4,49,19997,39
曹操被迫撤军,538113790,https://www.bilibili.com/video/BV1ci4y1r71f,1704007416,-,1303518342,1,0,0,1,1,133,0
乌克兰代表团乘武装直升机抵达 称关键问题是停火撤军,636911803,https://www.bilibili.com/video/BV1hb4y1x7Vm,1646042701,-,526235992,1066,0,76,3,30,19760,7
阿富汗撤军引连锁反应，中东是美国的乌巢，不得不准备方式了,322845357,https://www.bilibili.com/video/BV1ow411q7VM,1698641817,-,526091679,1560,47,65,26,94,23118,52
越战：汉堡山战役真实录像，血战十天拿下无用之地，促使美军撤军,679993805,https://www.bilibili.com/video/BV1hS4y1g7hv,1647917203,,511110116,298,20,42,31,199,18716,45
要是不撤军，会不会是不一样的结局,741645041,https://www.bilibili.com/video/BV15k4y1W7Cz,1685424808,-,1910641632,9,0,0,0,6,854,0
撤军开始：遇到能死缠烂打的塔利班，美国认怂了,972826823,https://www.bilibili.com/video/BV1Pp4y147n9,1619784136,撤军开始：遇到能死缠乱打的塔利班，美国认怂了,649022917,4722,211,202,23,109,43956,187
苏军驻德集群 驻德集群撤军合唱 再见，德国,677236312,https://www.bilibili.com/video/BV1fU4y1N7k8,1638719643,"qq
俄军柏林旅撤军合唱",27954962,34,4,9,23,46,2664,1
%高堡奇人 脑洞大开：日本天皇宣布撤军诏书，德军统一计划破灭！,843336379,https://www.bilibili.com/video/BV1P54y1x7Cq,1609205198,-,1224761370,354,10,2,4,72,14667,6
先别管法国了！7.4日巴勒斯坦和以色列正规部队之间在巴勒斯坦杰宁中心地区发生交火的视频，现在以色列已撤军,530565416,https://www.bilibili.com/video/BV1Fu41187A2,1688496524,-,85922963,17671,126,1562,1016,1329,325310,305
驻阿美军正式开启撤军程序，预计9月11日前完成,630325748,https://www.bilibili.com/video/BV1d84y1F7k8,1619759506,当地时间4月29日，据美国国防官员的消息，美国目前正式开启从阿富汗撤军程序，少于100名美军将携军事装备在5月1日前撤出阿富汗，此外美国政府工作人员和承包商也正在离开。五角大楼表示，由于担心美方人员离开时会受到塔利班的攻击，尚不清楚是否会透露撤离过程的所有细节，撤离程序将于9月11日前完成。 http://t.cn/A6cnWfaF,176247665,57,0,6,1,2,710,0
俄罗斯军事演习后，突然宣布从俄乌边境撤军，究竟是什么打算？,417834712,https://www.bilibili.com/video/BV1uV411n7xB,1619336468,近一段时间以来，由于西方国家不断在背后拱火，使得俄乌边境战云密布。在普京率先陈兵10大军至边界之后，犹如惊弓之鸟的泽连斯基悍然向亲俄武装发起猛烈炮轰。就在大家都以为一场大战要一触即发之时，等来的却是普京突然要求撤回10万大军的消息！,1788990089,3,0,0,1,1,1912,0
李毅：阿富汗撤军是美国时代的终结？,292710965,https://www.bilibili.com/video/BV1Wf4y1H7eF,1630076073,从阿富汗撤军并不是美国时代的终结，美国国际地位面临的挑战是国内政治两极分化。,524289122,1203,71,69,36,76,27274,146
老美阿富汗撤军是想包围咱家,922397641,https://www.bilibili.com/video/BV1Hu4y1M76s,1702965450,-,404052813,1499,52,64,17,148,14849,25
《高堡奇人》第四季剪辑：日本天皇宣布撤军,879200020,https://www.bilibili.com/video/BV16N4y1H7Nf,1706080847,《高堡奇人》第四季剪辑：日本天皇宣布撤军。,1241333151,38,0,9,0,7,2431,1
58年金日成请毛主席“撤军”，众人不悦，主席却笑道：好戏开始喽,452007048,https://www.bilibili.com/video/BV1fj411W7vA,1702336015,58年金日成请毛主席“撤军”，众人不悦，主席却笑道：好戏开始喽,592012310,70,4,1,0,18,3771,0
不妨撤军,662481797,https://www.bilibili.com/video/BV1gh4y1i7WM,1697790423,-,412628029,2,0,0,0,0,368,0
纳卡冲突还没完？五常大国半路杀出，要求阿塞拜疆全面撤军,927987196,https://www.bilibili.com/video/BV1rK4y1f7hJ,1606968250,纳卡冲突还没完？五常大国半路杀出，要求阿塞拜疆全面撤军,306887340,1131,12,139,13,39,52080,47
我一人率领四万残兵打到敌方国门，就在我即将下令攻城之际，宫里却连下五道密诏要我撤军！,238785507,https://www.bilibili.com/video/BV18e411m7hs,1705365696,-,3546598028085849,158,7,15,1,52,10185,4
英军王牌叫嚣1个团打志愿军一个师，结果三个小时，被志愿军全歼,724580628,https://www.bilibili.com/video/BV1WS4y1S7CU,1646803213,,1326762831,108,9,8,0,10,8402,6
法军从尼日尔撤军，此举为何将降低法国在非洲的影响力,958942469,https://www.bilibili.com/video/BV1sp4y1F7jh,1695815391,"1960年以前，尼日尔一直是法国的殖民地，即使在独立后，法国仍在尼日尔保持着强大的影响力。2023年7月，尼日发生军事政变，尼日尔军政府要求法军从该国撤离。
数年来反法情绪的增长，以及尼日尔军政府对法国提出的撤军要求，使得法国在该地区的影响力减弱。与此同时，法国的离开又可能会导致俄罗斯在该地区的影响力增加。
观看RT本期视频，了解更多详情。",501247999,785,2,49,15,22,6241,1
YPM(是，首相) 特朗普从德国撤军？看看伯纳怎么评价驻德美军/如果俄国入侵，最好在周一到周五,286527222,https://www.bilibili.com/video/BV1zf4y1X7fA,1596195184,"转自人人网
半部YM治天下
80年代喜剧到今天仍具有讽刺效果",96812885,1620,37,77,106,307,85016,39
缅北解放？敏昂莱慌忙撤军，同盟军和平接管老街,792213275,https://www.bilibili.com/video/BV12C4y1D7GG,1702383076,,3546581382990668,88,5,16,2,7,6590,1
马尔代夫总统会见印方代表，当面要求印度撤军,791087974,https://www.bilibili.com/video/BV16C4y1m7RL,1700357056,,483787858,3044,15,153,24,72,35696,6
美军高官：撤军阿富汗有很多心碎的瞬间，没能带走所有想离开的人,590134932,https://www.bilibili.com/video/BV1Lq4y1U7t8,1630395772,,676917410,198,0,36,2,8,5718,4
海豹07：美国从阿富汗撤军，与塔利班交战18年，美军超过2400人阵亡,500735094,https://www.bilibili.com/video/BV1oK411u7DL,1607946191,《海豹突击队第3季》第14集到第20集7集内容,443931039,327,77,22,5,34,7049,5
神了！局座早在2019年就预测了美国2021年会从阿富汗撤军。,207422526,https://www.bilibili.com/video/BV1eh411i7GD,1629346569,-,389041663,382,15,26,18,20,4774,13
印媒抛出一份解放军单方面撤军方案， 用谣言来欺骗民众,500336801,https://www.bilibili.com/video/BV17K411V7CC,1605273850,印媒甩出一份解放军单方面撤军方案， 用谣言来欺骗民众,649022917,3263,154,263,7642,101,40688,253
瓦格纳兵临莫斯科城下，城下之盟后神反转撤军，乌已大反攻,700139627,https://www.bilibili.com/video/BV1vm4y1e7mn,1687652384,瓦格纳兵临莫斯科城下，城下之盟后神反转撤军，乌已大反攻,517874722,737,59,311,24,62,40207,53
乌军总司令请求撤军，泽连斯基果断拒绝,577882913,https://www.bilibili.com/video/BV1nz4y1N7md,1698943245,-,1675551183,1,0,0,0,0,70,0
司马懿看穿了孔明的空城计，为什么还要撤军？临终前说出了真相,38457529,https://www.bilibili.com/video/BV1Ft411v7ks,1545131256,司马懿看穿了孔明的空城计，为什么还要撤军？临终前说出了真相,73509585,162,23,489,18,47,70375,99
司马懿是真心撤军的吗？,238294175,https://www.bilibili.com/video/BV1ze411m7Cr,1704360092,-,3546572296030608,4,0,0,0,0,113,0
【生肉】乌克兰撤军后俄罗斯控制阿瓦迪夫卡,1950869271,https://www.bilibili.com/video/BV1vC411x7KY,1708322731,"https://youtu.be/YqbMz4n9rMM?si=hCLOncYp6gELapec
俄罗斯表示，俄罗斯军队完全控制了乌克兰东部城市Avdiivka，该城市数月来一直是激烈战斗的焦点。",499898165,50,1,17,7,22,4253,1
瓦格纳城下撤军，张雪峰医院静养，都是演的一出好戏？,572629131,https://www.bilibili.com/video/BV1iz4y1H7Yb,1687660068,-,527189774,37,0,30,7,5,3802,4
撤军！以军36师梅卡瓦坦克排成长队，灰溜溜从加沙北部撤走了,881276334,https://www.bilibili.com/video/BV1mK4y1z7kA,1705383701,我真是服了！昨天是鱿鱼侵入加沙100天，没想到在100天这个大日子里，它们的第36师竟然又胜利转进了，梅卡瓦坦克在隔离墙附近，是排着长长的一字长蛇阵，这时候沙漠里要是能再多长出几支亚辛105的话，那就好了。,11146869,22013,234,563,250,1007,477488,819
土耳其向美俄下最后通牒，若不在规定时间撤军，土将发动地面行动,606323128,https://www.bilibili.com/video/BV1V84y1b7i7,1671164092,土耳其向美俄下最后通牒，若不在规定时间撤军，土将发动地面行动,703212600,455,3,230,47,27,29552,26
淮海战役，我去送信连滚带爬，“机枪像下雨一样”,209372823,https://www.bilibili.com/video/BV1vh411473p,1637326823,"第394位讲述者，马新科，97岁。

原中国人民解放军某部通讯兵，1942年遭遇饥荒，1945年参军，先后参加淮海战役、渡江战役和进军西南",496688267,5988,2540,165,238,700,58493,256
中印撤军，美国人不高兴，出损招试图重新挑起两国对抗,971627384,https://www.bilibili.com/video/BV1xp4y1p7fN,1613562531,中印撤军，美国人不高兴，出损招试图重新挑起两国对抗,649022917,2709,72,155,15,101,40948,120
川普表示从阿富汗撤军是他的功劳，拜登无法阻止…,419927155,https://www.bilibili.com/video/BV1W341167s9,1629262851,微博,502704521,2,0,0,1,0,324,0
自阿富汗撤军之后，美军特种就整天闲的蛋疼，只能跑伊拉克与叙利亚境内无事生非。,866489453,https://www.bilibili.com/video/BV1xV4y1X7fY,1679464345,Instagram,117561822,424,5,46,1,178,8130,13
俄罗斯意外宣布撤军：普京到底在想什么？,509236054,https://www.bilibili.com/video/BV1Hu411X7a3,1645108050,-,1145896032,0,0,0,0,0,69,0
欧盟高级官员：中国应推动俄罗斯从乌克兰撤军,911109832,https://www.bilibili.com/video/BV1MM4y1t7UR,1683980462,欧盟外交与安全政策高级代表兼欧盟委员会副主席博雷利日前在一次发言中表示：“如果中国不推动俄罗斯从乌克兰撤军，那么欧盟和中国的关系就不会正常发展”。,501247999,10366,51,1593,183,369,222326,1295
德国议员呼吁美国从德国撤军，“是美国士兵回家的时候了！”,569385500,https://www.bilibili.com/video/BV1cv4y1p73R,1680325757,,321691718,3188,19,363,81,210,52479,70
塔利班隔空对英美撂狠话：8月31日是“红线”，延迟撤军“后果自负”,762576002,https://www.bilibili.com/video/BV1P64y1v7TJ,1629707375,距离美国撤军截止日期还剩一周左右时间，阿富汗塔利班撂狠话。据英国“天空新闻网”23日报道，塔利班发言人在接受该媒体采访时就美国从阿富汗撤军发出严厉警告：如果拜登延迟撤军，那么“后果自负”。,328271007,1251,13,144,20,51,19547,12
湾湾报道，俄乌战争最新消息，乌克兰要撤军巴赫穆特，俄军即将占领,481230393,https://www.bilibili.com/video/BV1iT411C7iM,1675313549,-,1240419965,25,0,14,1,4,2804,0
重大变化！以宣布“最大规模撤军”,708214444,https://www.bilibili.com/video/BV1qQ4y177dA,1704243487,-,3546391810934902,4,0,2,0,0,444,0
报！南面敌军攻占了我军城池，司马越：速去救援！夺回城池！报！北面也来啦！司马越：撤军重新部署，咋不让我出来呢？报！大人您累了，需要休息！,678599543,https://www.bilibili.com/video/BV1Cm4y1f7wr,1643435693,,332813615,94,18,13,0,7,3142,0
